
轮播频道,#genre#
降头,http://videotiantian.gslawyerunion.com/20191222/vKiNo07c/500kb/hls/index.m3u8?wsSecret=f934729f9e787fa8b51757d54b72c8c8&wsTime=1580975491949
猛龙过江,http://cdn1.gzzechao.com/20180914/FKY63lAP/800kb/hls/index.m3u8?wsSecret=5574f7e9154a1e36325729959a567f38&wsTime=1580979274710
超能灭赌师,http://cdn1.gzzechao.com/20190501/pwUwreT1/2792kb/hls/index.m3u8?wsSecret=1b8e271946ee201319a978692c7a5ae7&wsTime=1580981148473
无影复活,http://videotiantian.gslawyerunion.com/20181122/web03yy0/2809kb/hls/index.m3u8?wsSecret=c1ec26a56f4ffc8d44b4b7b8af0b4435&wsTime=1580981851444
李小龙精舞门,http://cdn1.gzzechao.com/20180908/6VBfXhll/800kb/hls/index.m3u8?wsSecret=4e218fa8aeb509817cc980b9deaef909&wsTime=1580978933105
红海行动,http://cdn1.gzzechao.com/20181016/RHCRvYRu/1805kb/hls/index.m3u8?wsSecret=836b8ba0ea3f5cccca3ff6715ac93dc7&wsTime=1580980791342
武侠七公主之天绝刀,http://videotiantian.gslawyerunion.com/20191022/ZjxJ8hCG/hls/index.m3u8?wsSecret=e2ea0b221be56c91d6e7f3dc551b42da&wsTime=1580978663138
新警察故事 ,http://videotiantian.gslawyerunion.com/20200123/E8SPRrw0/2500kb/hls/index.m3u8?wsSecret=defa910448f805cf0e0b74f058c7d02b&wsTime=1580980440716
血战密红岭,http://videotiantian.gslawyerunion.com/20191231/752ZwNv1/hls/index.m3u8?wsSecret=e14ad6910941bd14cc24e7f951124e4e&wsTime=1580980625458
迷灯,http://cdn1.gzzechao.com/20181030/ObHhIsiJ/2046kb/hls/index.m3u8?wsSecret=8d47bdb98dba393d6e25170d8c907db6&wsTime=1580981276431
超能太监,http://cdn1.gzzechao.com/20180907/ymgHdus4/800kb/hls/index.m3u8?wsSecret=4e31803b8024ccc648fed3105e05abbe&wsTime=1580981494233
男儿当自强,http://videotiantian.gslawyerunion.com/20190713/i4KmtQn1/hls/index.m3u8?wsSecret=47a3df8f6998c92bda9bd01a5306044e&wsTime=1580908013872
狮王争霸,http://cdn1.gzzechao.com/20190327/GeLmvbpF/1669kb/hls/index.m3u8?wsSecret=82c1183ca1d57ae96133626747099e1d&wsTime=1580909393256
给爸爸的信,http://cdn1.gzzechao.com/20181011/BqK4wlZf/1291kb/hls/index.m3u8?wsSecret=99d80a416fd179f1932927e16c60aece&wsTime=1580912658716
东方不败,http://videotiantian.gslawyerunion.com/20181120/bgWIVGQ1/2834kb/hls/index.m3u8?wsSecret=0dee184a9d910d31b0232a7e8d0807cb&wsTime=1580912754451
致命摇篮,http://cdn1.gzzechao.com/20181120/ZNi4kKEG/1930kb/hls/index.m3u8?wsSecret=299bc0f71b9ab900a53db9823d222c19&wsTime=1580912867027
致命罗密欧,http://videotiantian.gslawyerunion.com/20181128/zhimingluomiou/3011kb/hls/index.m3u8?wsSecret=102e65d5fc6080e12cfbf71664c633e8&wsTime=1580913610910
武动乾坤,http://cdn1.gzzechao.com/20180930/WwSwRdcA/3101kb/hls/index.m3u8?wsSecret=03480dcbb7d18295b29e0c2be095250c&wsTime=1581379645246
漫威不死,http://aldirect.hls.huya.com/huyalive/28466698-2689654812-11551979455069028352-2847687626-10057-A-1525510268-1.m3u8
美队&雷神,http://aldirect.hls.huya.com/huyalive/28466698-2689654812-11551979455069028352-2847687626-10057-A-1525510268-1_1200.m3u8
勇敢的心,http://aldirect.hls.huya.com/huyalive/94525224-2604793662-11187503591118077952-3048991612-10057-A-0-1_1200.m3u8
变形金刚,http://aldirect.hls.huya.com/huyalive/29106097-2689448236-11551092217904889856-2789274572-10057-A-0-1_1200.m3u8
人皮灯笼,https://iqiyi.zuidameiju.com/20180901/M2OgEYyf/800kb/hls/index.m3u8
穆桂英大破天门阵,http://cdn1.gzzechao.com/20190928/dxyl5ReI/hls/index.m3u8?wsSecret=fad4d63063ad8379d016c5420f09a926&wsTime=1609237548421
杨门女将穆桂英挂帅,http://cdn1.gzzechao.com/20190928/rIDyLvBt/hls/index.m3u8?wsSecret=fad4d63063ad8379d016c5420f09a926&wsTime=1609237548421
杨门女将出征,http://cdn1.gzzechao.com/20190928/ICwlmOjf/hls/index.m3u8?wsSecret=fad4d63063ad8379d016c5420f09a926&wsTime=1609237548421
杨八姐春游,http://jiasu-a5.jiankangkuaile99.com/a5/20191202/%E6%9D%A8%E9%97%A8%E5%A5%B3%E5%B0%86%E4%B9%8B%E5%85%AB%E5%A6%B9%E6%B8%B8%E6%98%A5/400kb/hls/index.m3u8
杨门女将之天波府,http://cdn1.gzzechao.com/20190928/LK5EMzIW/hls/index.m3u8?wsSecret=fad4d63063ad8379d016c5420f09a926&wsTime=1609237548421
杨门女将之男人当自强,http://jiasu-a5.jiankangkuaile99.com/a5/20191202/%E6%9D%A8%E9%97%A8%E5%A5%B3%E5%B0%86%E4%B9%8B%E5%A5%B3%E5%84%BF%E5%BD%93%E8%87%AA%E5%BC%BA/400kb/hls/index.m3u8
杨门女将之巧夺凤发,http://jiasu-a5.jiankangkuaile99.com/a5/20191202/%E6%9D%A8%E9%97%A8%E5%A5%B3%E5%B0%86%E4%B9%8B%E5%B7%A7%E5%A4%BA%E5%87%A4%E5%8F%91/400kb/hls/index.m3u8
情定穆柯寨,http://jiasu-a5.jiankangkuaile99.com/a5/20191202/%E6%9D%A8%E9%97%A8%E5%A5%B3%E5%B0%86%E4%B9%8B%E6%83%85%E5%AE%9A%E7%A9%86%E6%9F%AF%E5%AF%A8/400kb/hls/index.m3u8
忠烈杨家将,http://videotiantian.gslawyerunion.com/20181209/L1WL0l25/2892kb/hls/index.m3u8?wsSecret=fad4d63063ad8379d016c5420f09a926&wsTime=1609237548421
杨门女将1,http://jiasu-a1.jiankangkuaile99.com/a1/20190522/%E6%9D%A8%E9%97%A8%E5%A5%B3%E5%B0%86/1000kb/hls/index.m3u8
杨门女将之军令如山,http://videotiantian.gslawyerunion.com/20181120/LsXHgPsU/2859kb/hls/index.m3u8?wsSecret=fad4d63063ad8379d016c5420f09a926&wsTime=1609237548421
镖行天下1,http://cdn1.gzzechao.com/20191024/5D8nGr7w/hls/index.m3u8?wsSecret=fad4d63063ad8379d016c5420f09a926&wsTime=1609237548421
镖行天下2,http://cdn1.gzzechao.com/20191024/G7jmp71k/hls/index.m3u8?wsSecret=fad4d63063ad8379d016c5420f09a926&wsTime=1609237548421
镖行天下3,http://cdn1.gzzechao.com/20191024/aryfAjMi/hls/index.m3u8?wsSecret=fad4d63063ad8379d016c5420f09a926&wsTime=1609237548421
铁候子传奇1,http://cdn1.gzzechao.com/20191111/YvOI7bNU/hls/index.m3u8?wsSecret=fad4d63063ad8379d016c5420f09a926&wsTime=1609237548421
铁候子传奇2,http://cdn1.gzzechao.com/20191111/O1Ta1dHJ/hls/index.m3u8?wsSecret=fad4d63063ad8379d016c5420f09a926&wsTime=1609237548421
龙游浅水,https://vip.kuyun99.com/20180803/wl0CJG50/index.m3u8
水怪,https://gqnew1.jongta.com/20190712/9n09ogB5/index.m3u8
赤赤炼恋,https://gqnew1.jongta.com/20190804/wyUhSxZC/index.m3u8
帕美嘉,https://gqnew1.jongta.com/20190802/RBaYY3fU/index.m3u8
分享,https://gqnew1.jongta.com/20190802/Wi7FpJ32/index.m3u8
亚马逊食人族,https://gqnew1.jongta.com/20190729/WqXdWvOJ/index.m3u8
迷雾追凶,https://gqnew1.jongta.com/20190729/P4oIpMaZ/index.m3u8
哪吒之魔童降世,https://gqnew1.jongta.com/20190728/2AtEFsnk/index.m3u8
银河补习班,https://gqnew1.jongta.com/20190722/9Z8NBAma/index.m3u8
古墓诡棺,https://gqnew1.jongta.com/20190721/fOtVqywn/index.m3u8
地狱男爵：血皇后崛起,https://gqnew1.jongta.com/20190703/HZYNNep2/index.m3u8
龙族少年,https://gqnew1.jongta.com/20190807/KZnIJt7W/index.m3u8
冠军的心,https://gqnew1.jongta.com/20190806/TUQbUtrt/index.m3u8
白蛇：缘起,https://gncdn3.jongta.com:666/2019/03/03/xrBWf3Et67Bv2iil/playlist.m3u8
江海渔童之巨龟奇缘,https://gqnew1.jongta.com/20190416/NUhmpHvF/index.m3u8
功夫四侠：勇闯地宫,https://gqnew1.jongta.com/20190510/Ac5gX7Gs/index.m3u8
小猪佩奇过大年,https://gqnew1.jongta.com/20190531/AqQoFTr1/index.m3u8
悬崖上的金鱼姬,https://gqnew1.jongta.com/20190612/I7NtJlxw/index.m3u8
龙猫,https://gqnew1.jongta.com/20190612/D4aiHQyv/index.m3u8
咕噜咕噜美人鱼2,https://gqnew1.jongta.com/20190806/sVpKIqxp/index.m3u8
七品神探,https://gqnew1.jongta.com/20190703/h2gmUFl0/index.m3u8
寄生兽,https://gqnew1.jongta.com/20190703/n4l2PNU2/index.m3u8
恶人传,https://gqnew1.jongta.com/20190703/urZuK29G/index.m3u8
速度与激情6,https://gqnew1.jongta.com/20190702/qznSSWmb/index.m3u8#http://cn2.okokyun.com/20170908/TR2JdJzD/hls/index.m3u8
刀剑乱舞 电影版,https://gqnew1.jongta.com/20190701/PXcMtQB3/index.m3u8
艋舺之英雄赤女,https://gqnew1.jongta.com/20190622/LRGCUGKD/index.m3u8
金蝉脱壳3：恶魔车站,https://gqnew1.jongta.com/20190621/zBXPnJWF/index.m3u8
大明女神捕之南瓜怪谈,https://gqnew1.jongta.com/20190620/8oJhB2EN/index.m3u8
盗墓日记之千年古尸,https://gqnew1.jongta.com/20190612/ZZAPsRyR/index.m3u8
巧巧,https://gqnew1.jongta.com/20190628/Swlupbxg/index.m3u8
天蓬归来,https://cdn.letv-cdn.com/2018/12/11/osDvshDKXkfDMwKY/playlist.m3u8
巨齿鲨,https://cdn.letv-cdn.com/2018/12/11/uJo64Vs2yMyuXicE/playlist.m3u8
狄仁杰之蚩尤血藤,https://cdn.letv-cdn.com/2018/12/05/tje5LlPKYX4MZCj5/playlist.m3u8
蝎子王5:灵魂之书,https://cdn.letv-cdn.com/2018/12/05/kVjXhqaOBCSqsbrL/playlist.m3u8
大明平妖传,https://cdn.letv-cdn.com/2018/12/05/YMqddhHRaeFqK5GQ/playlist.m3u8
守墓人之龙棺海昏侯,https://cdn.letv-cdn.com/2018/12/05/kruhzag8Dt0DWH0u/playlist.m3u8
西虹市首富,https://cdn.letv-cdn.com/2018/12/05/qx8gAo7mkMFnJHkb/playlist.m3u8
妖宴,https://cdn.letv-cdn.com/2018/12/05/LyWpmOgu4v2VJqDz/playlist.m3u8
莫丽哈特力的驱魔,https://fuli.zuida-youku-le.com/20180806/31235_89cf40d3/index.m3u8
万魂镜之诛魂记,https://youku163.zuida-bofang.com/20180810/11438_344f18d1/index.m3u8
济公之神龙再现,https://fuli.zuida-youku-le.com/20180809/31376_b3a55e27/index.m3u8
下水道的美人鱼,https://gncdn3.jongta.com:666/2019/01/19/mhxsqKJdjO4eAvkl/playlist.m3u8
尸奔日记,https://gncdn3.jongta.com:666/2019/01/17/rmnej4Bdqf3FFz63/playlist.m3u8
超级队长,https://gncdn3.jongta.com:666/2019/01/17/Rm5n3T5uadaxSvWN/playlist.m3u8
枪火游戏,https://fuli.zuida-youku-le.com/20180806/31234_d2697cfe/index.m3u8
急爆少年,https://fuli.zuida-youku-le.com/20180806/31242_9abe74bf/index.m3u8
食人之几,https://fuli.zuida-youku-le.com/20180420/23181_1152d639/index.m3u8
传染2015,https://acfun.iqiyi-kuyun.com/20180805/pRDEa6xu/index.m3u8
捉妖记2,http://cdn.evomedia.cn/cms_asset/video/src/%E6%8D%89%E5%A6%96%E8%AE%B02%20Monster%20Hunt2.2018.HD2160P.x264.AAC.%E5%9B%BD%E8%AF%AD%E4%B8%AD%E5%AD%97.mp4
猩球崛起4k,http://cdn.evomedia.cn/cms_asset/video/src/%E7%8C%A9%E7%90%83%E5%B4%9B%E8%B5%B7.mp4
血猎,https://605-zy.com/20180804/m10aircM/index.m3u8
算死师,https://cdn.letv-cdn.com/20180805/yT7s0t28/index.m3u8
僵尸世界2,https://cdn.605ziyuan.com/20180804/Fk05Wua9/index.m3u8
麒麟特战队之机甲核心,https://videos.fjhps.com/20180803/t1A8VYtj/index.m3u8
暴走杀手,https://youku163.zuida-bofang.com/20180803/10829_89fe1a73/index.m3u8
海王,http://cn2.zuidadianying.com/20190124/dataFm4b/index.m3u8
猎魂,http://iqiyi.qq-zuidazy.com/20190221/5654_ea7fe06d/index.m3u8
黄飞鸿之狮魂觉醒,http://sohu.zuida-163sina.com/20190221/NZhiM5N8/index.m3u8
天乩之天帝传说,http://bili.meijuzuida.com/20190223/5408_13f64fc9/index.m3u8
月老传之幽冥绝,http://sohu.zuida-163sina.com/20190223/8RKXYT4Z/index.m3u8
六扇门之御前盗圣,http://bili.meijuzuida.com/20190215/4073_5444bab7/index.m3u8
叶问外传：张天志,http://bili.meijuzuida.com/20190207/2605_6d6861b0/index.m3u8
侠探锦毛鼠之血弥东京,http://iqiyi.qq-zuidazy.com/20190206/4885_1846e989/index.m3u8
齐天大圣之大闹龙宫,http://sohu.zuida-163sina.com/20190201/0yAB8IaT/index.m3u8
少女地球守护者,https://gncdn3.jongta.com:666/2019/01/20/0ykihwHkbyFMZDzs/playlist.m3u8
胡桃夹子和四个王国,https://gncdn3.jongta.com:666/2019/01/21/CAzbqkYCfb50WDUV/playlist.m3u8
姐姐2019,https://gncdn3.jongta.com:666/2019/01/20/DsPI1WTajOJNQWt1/playlist.m3u8
大人物,https://gncdn3.jongta.com:666/2019/01/21/sIdDLVvyAHI0Ik02/playlist.m3u8
姐妹情深,https://gncdn3.jongta.com:666/2019/01/20/AyE3rbAEiAhusGW2/playlist.m3u8
战栗游戏,https://gncdn3.jongta.com:666/2019/01/20/rwWNgyAh8c5p67gq/playlist.m3u8
天梯,https://gncdn3.jongta.com:666/2019/01/20/02emkpFrDsEaSNDH/playlist.m3u8
贴身女保镖,https://gncdn3.jongta.com:666/2019/01/20/wouV2hjKO4mPWgrv/playlist.m3u8
阴风阵阵,https://gncdn3.jongta.com:666/2019/01/19/aHKqnBrPgmVrQJZE/playlist.m3u8
印度合伙人,https://gncdn3.jongta.com:666/2019/01/19/1P5YnMcb6DnHm5P3/playlist.m3u8
蜘蛛网中的女孩,https://gncdn3.jongta.com:666/2019/01/19/bakoNUS8CFV8qEqD/playlist.m3u8
被抹去的男孩,https://gncdn3.jongta.com:666/2019/01/19/9IVp8af1pqZq2ANl/playlist.m3u8
铁岭风云,https://gncdn3.jongta.com:666/2019/01/20/MqiYPKz6MpUZ2Wfe/playlist.m3u8
开封降魔记,https://gncdn3.jongta.com:666/2019/01/17/tcCsdYoYWfqYnGiI/playlist.m3u8
格丽塔恶魔猎手,https://gncdn3.jongta.com:666/2019/01/17/PjsYJ8lMpXDjKUOJ/playlist.m3u8
仙二代之龙女敖娇,https://gncdn3.jongta.com:666/2019/01/16/pxGv2lhVr6sIOUxk/playlist.m3u8
降魔武僧,https://gncdn3.jongta.com:666/2019/01/16/3QF1bH1jTVkj7Vpg/playlist.m3u8#https://sohu.zuida-163sina.com/20180831/1zoBapgC/index.m3u8
恶棍少爷别碰我,https://gncdn3.jongta.com:666/2019/01/15/48knphIEFrVVqrxj/playlist.m3u8
矿山巨龙,https://gncdn3.jongta.com:666/2019/01/13/neksGbHDREjsnCLi/playlist.m3u8
天黑以后,https://gncdn3.jongta.com:666/2019/01/20/TFBDMHovEZZkKqHE/playlist.m3u8
摔跤手苏丹,https://gncdn3.jongta.com:666/2019/01/20/wP32rn1kZF7cN2Qu/playlist.m3u8
大黄蜂,https://gncdn3.jongta.com:666/2019/01/20/72wnvH48nLVvlKAt/playlist.m3u8
夜校,https://gncdn3.jongta.com:666/2019/01/20/rmDXWgcppUEOFb37/playlist.m3u8
野性,https://gncdn3.jongta.com:666/2019/01/20/JREAscnua0EsKTvm/playlist.m3u8
信鸽之兄弟情,https://gncdn3.jongta.com:666/2019/01/20/xHvmR8xKEOf4klIE/playlist.m3u8
新白蛇传之黑山老妖,https://gncdn3.jongta.com:666/2019/01/20/MWw6QqDh1kL2XiYj/playlist.m3u8
新白蛇传之九尾狐,https://gncdn3.jongta.com:666/2019/01/20/By615JWRtqXaOmCJ/playlist.m3u8
上海滩赌圣4k,http://cdn.evomedia.cn/cms_asset/video/transcode/1520844136338_%E8%B5%8C%E4%BE%A02.mp4
胖子行动队,https://156zy.suyunbo.tv/2018/12/07/MhmGauxGrMCkv7Fy/playlist.m3u8
影,https://cdn.letv-cdn.com/2018/12/05/Rbl0KPMat8qRXHZI/playlist.m3u8
风语咒,https://cn2.zuidadianying.com/20180811/NU1OA9cR/index.m3u8
王者再现,https://vip888.kuyun99.com/20180802/DOY38VCZ/index.m3u8
绝命赌侠,https://youku163.zuida-bofang.com/20180802/10689_a33ea839/index.m3u8
吸血鬼传说2017,https://cdn.letv-cdn.com/20180801/fU5uhwt7/index.m3u8
末日崩塌,https://youku163.zuida-bofang.com/20180731/10501_2ecde586/index.m3u8
丧尸围城终结篇,https://yingshi.yazyzw.com/20170902/vypKVHIO/index.m3u8
丧尸围城之了望塔,https://youku163.zuida-bofang.com/20180731/10483_e5529daa/index.m3u8
西红柿首付,https://youku163.zuida-bofang.com/20180730/10418_90c9f507/index.m3u8
机器人帝国,https://sohu.zuida-163sina.com/20180730/UNXKmuLF/index.m3u8
缉妖法海传,https://cn2.zuidadianying.com/20180728/0hRuHgXh/index.m3u8
杀出魔鬼镇,https://v8.yongjiu8.com/20170822/DDq0VePi/index.m3u8
灭绝2018,https://vip.kuyun99.com/20180727/SW01BDAh/index.m3u8
狄仁杰之夺命天眼,https://fuli.zuida-youku-le.com/20180727/30789_5cb00b27/index.m3u8
夺命剑之歃血江湖,https://fuli.zuida-youku-le.com/20180726/30776_bdb607f6/index.m3u8
占领,https://cdn.605-zy.com/20180722/mE8nSc1v/index.m3u8
铁拳2,https://vs1.baduziyuan.com/20180328/fsZfhOKp/index.m3u8
狼警,https://cn2.zuidadianying.com/20180721/aIe5CTHn/index.m3u8
狼警2,https://video.fjhps.com/20180709/fX1ITX0V/index.m3u8
古墓奇谭2之穿越死亡海,http://video.fjhps.com/20180720/1sC26Phc/index.m3u8
末日2018,http://cdn.letv-cdn.com/20180714/J1TBzcFl/index.m3u8
深海巨妖,http://vip888.kuyun99.com/20180713/VkdXMAgj/index.m3u8
妖狐转,http://youku163.zuida-bofang.com/20180713/9192_fba5294a/index.m3u8
灵妖书店之九斩修罗,http://vip888.kuyun99.com/20180714/7mMdyEXI/index.m3u8
龙女降妖记,http://cn2.zuidadianying.com/20180713/yaYD7Vxy/index.m3u8
牧野诡事之神仙眼,http://video.fjhps.com/20180712/Ywfm583S/index.m3u8
狼人神探,http://sohu.zuida-163sina.com/20180711/8f4XBcb3/index.m3u8
方世玉之人在江湖在线观看,http://sohu.zuida-163sina.com/20180719/KT1tCXXJ/index.m3u8
一出好戏,https://cn2.zuidadianying.com/20180811/FjyjdED7/index.m3u8
不留活口,https://fuli.zuida-youku-le.com/20180814/31685_8702942e/index.m3u8
大梦西游之拯救悟空,https://youku163.zuida-bofang.com/20180815/11858_21df6443/index.m3u8
大唐妖物志,https://fuli.zuida-youku-le.com/20180816/31846_2980f2da/index.m3u8
艋钾之江湖再现,https://youku163.zuida-bofang.com/20180821/12317_b1d21797/index.m3u8
战红颜,https://youku163.zuida-bofang.com/20180822/12417_16965f31/index.m3u8
狂龙伏妖,https://fuli.zuida-youku-le.com/20180821/32019_6d555e73/index.m3u8
时间遗墓1,https://fuli.zuida-youku-le.com/20180825/32146_77f22dcb/index.m3u8
毛骨束然之撞鬼经,https://youku163.zuida-bofang.com/20180825/12654_dff3c837/index.m3u8
超级英雄,https://youku163.zuida-bofang.com/20180825/12700_c5b1d283/index.m3u8
生死竞赛3,https://fuli.zuida-youku-le.com/20180825/32161_d6c01ff2/index.m3u8
机甲神七,https://youku163.zuida-bofang.com/20180826/12715_6f468fb8/index.m3u8
我是复仇者,https://cn2.zuidadianying.com/20180826/rCCE7WV7/index.m3u8
机器猛犬,https://vip.kuyun99.com/20180826/9OiXaYZS/index.m3u8
辛迪加捣碎机,https://yong.yongjiu6.com/20180828/o95fPXL0/index.m3u8
大师兄,https://cn2.zuidadianying.com/20180829/jn8YanhD/index.m3u8
大宋断狱神手,https://sohu.zuida-163sina.com/20180829/MaDHMHli/index.m3u8
捉妖特工队,https://youku163.zuida-bofang.com/20180829/12964_5f9f6e8f/index.m3u8
鲨卷风6,https://vip888.kuyun99.com/20180827/PckKu77U/index.m3u8
猫妖,https://videos.fjhps.com/20180713/ifi5rzQX/index.m3u8
寄宿学校,https://cn2.zuidadianying.com/20180903/tBvCYGyC/index.m3u8
大蛇,https://sohu.zuida-163sina.com/20180904/atx7B3wk/index.m3u8
侏罗纪世界2,https://cn2.zuidadianying.com/20180904/oJCWCWao/index.m3u8
神秘夜人,https://fuli.zuida-youku-le.com/20180905/32731_0c348ba8/index.m3u8
猛鬼追魂10,http://jdplay.lecloud.com/274/33/3/bcloud/932930/ver_00_22-1121487477-avc-796668-aac-64000-4869954-531192494-1a69029a435835e6b798a3cbc6fb46ca-1532289103320.mp4?crypt=20aa7f2e106&b=284&nlh=4096&nlt=60&bf=30&p2p=1&video_type=mp4&termid=0&tss=no&platid=3&splatid=361&its=0&qos=3&fcheck=0&amltag=7&mltag=7&proxy=2007470984
芳华,http://cn2.okokyun.com/20180217/SQkUVW10/800kb/hls/index.m3u8#http://cn2.okokyun.com/20180217/SQkUVW10/index.m3u8FOX CRIME#http://cdn2.bear-tv.com/freetv/TOT_Fox_claim_ENG/playlist.m3u8
盗梦空间,http://vip.okokbo.com/20171212/PnC6Aph7/800kb/hls/index.m3u8
美人鱼村,http://vs1.baduziyuan.com/ppvod/28AB5CAC4E46F4C4B0E7F5F135957579.m3u8
猫与桃花源,http://vs1.baduziyuan.com/ppvod/13DA8A2D2975050E49CDD84F2BE5C6BA.m3u8
毕业旅行笑翻天,http://youku.com-youku.com/20180324/xfQQFI6P/900kb/hls/index.m3u8
变形金刚5,http://cdn.okokyun.com/20170908/vMrzkdgD/hls/index.m3u8
大嫂,http://youku.cdn-tudou.com/20180410/8RNIzSA3/1000kb/hls/index.m3u8
西游记女儿国,http://youku.com-youku.com/20180315/ukzED7xC/900kb/hls/index.m3u8
极品辣妈好威武,http://youku.cdn2-youku.com/20180427/10927_e8e5012d/1000k/hls/index.m3u8
闪光少女,http://vip.okokbo.com/20171226/H124xH1Q/800kb/hls/index.m3u8
辣手神探,http://vip.okokbo.com/20171220/4cKTsAIf/800kb/hls/index.m3u8
欲望之城,http://vs1.baduziyuan.com/ppvod/B37B804D3F64C5A6376DCC61E76F08F4.m3u8#https://yushou.qitu-zuida.com/20180206/h0LDfXK7/index.m3u8
幻界巴士,http://youku.cdn1-letv.com/20180501/10385_310f1e04/1000k/hls/index.m3u8
猎爱启示录,http://youku.cdn1-letv.com/20180429/10176_93797d25/1000k/hls/index.m3u8
恋恋仙缘,http://youku.cdn2-youku.com/20180428/10984_2635d809/1000k/hls/index.m3u8
侠魔志,http://youku.cdn2-youku.com/20180428/10989_9caa359d/1000k/hls/index.m3u8
白骨夫人大战狼妖,http://youku.cdn2-youku.com/20180427/10924_ebc7cdb5/1000k/hls/index.m3u8
易经密码,http://youku.cdn2-youku.com/20180424/10731_092f11f8/1000k/hls/index.m3u8
逆袭人生,http://youku.cdn2-youku.com/20180423/10664_da57883e/1000k/hls/index.m3u8
惊笑学院,http://youku.cdn2-youku.com/20180420/10513_16047b7f/1000k/hls/index.m3u8
妈妈咪鸭,http://video.fjhps.com/ppvod/6842384C9F10701CB275DF2BED147918.m3u8
异时空大战,http://vs1.baduziyuan.com/ppvod/B248CA338B7DF36FBCB2EB7EECE89B2E.m3u8
房之囧事,http://youku.cdn2-youku.com/20180416/10301_93a25d73/1000k/hls/index.m3u8
王牌宫女,http://vs1.baduziyuan.com/ppvod/5A0DEB0B4C82E84634D32A57080589E1.m3u8
放牛班的春天,http://vip.okokbo.com/20171211/wBh15o84/800kb/hls/index.m3u8
遗愿清单,http://vip.okokbo.com/20171214/FTDigWJ1/800kb/hls/index.m3u8
青天降妖录2,http://youku.cdn2-youku.com/20180413/10179_93bc6ae6/1000k/hls/index.m3u8
魔国志2,http://youku.cdn1-letv.com/20180407/9253_cea43377/1000k/hls/index.m3u8
慕容行者,http://youku.cdn2-youku.com/20180413/10179_93bc6ae6/index.m3u8
不一样的锦衣卫,http://youku.cdn2-youku.com/20180418/10392_805e005e/1000k/hls/index.m3u8
变形金刚4,http://vip.okokbo.com/20171223/XbQOMA6J/index.m3u8
赌圣,http://vip.okokbo.com/20171224/3iPxQNIu/index.m3u8
闺蜜2,http://youku.com-youku.com/20180402/svexte6y/index.m3u8
御姐娇妻,http://vs1.baduziyuan.com/20180425/V9MprsI1/index.m3u8#http://vs1.baduziyuan.com/ppvod/C3AAA3E44C7645CD8AFDD3AF9A2C59AD.m3u8
天使之尘,http://vs1.baduziyuan.com/20180420/cLqdQ9zY/index.m3u8
鬼婴庙,https://www3.laqddc.com/hls/2018/05/12/GjqJIaTj/playlist.m3u8
僵尸世界大战,http://pcdownyf.titan.mgtvcom/mp4/2014/dianying/mrzz_5296/79BE83FF4BCBCF2AA20C20F7FBB2E2D7_20140827_1_1_714.mp4?arange=0&pm=MUt4BQLO6rYj6H~dvawBtYOzlz~lDJCQU0ZH54EmOTbI5Q4Dr03a6gYsAaK0m93EfnnxWYIlj2ESl2SaveHxl743XCadeYNd7RPGy4MlOuJV9vc8xVKInjATSotfo7NYp_A1uQbWj6YFPe5mW1s57kpsCneoBB8G3rs2iIKEX9zcYb1CbqDlzR3M7H8xakIJRJ1zit5BPozBUYzZhfVNNdOQxwhkceijMmab5aTK3Cnl70SBPcFkU~KmbefsH9BJlsm9qvXsnAZ043B9~bKMIhSMuFRpZyV7vmno_URpyw1W6JupurPBib4lhTBb2TarSgQf~IxVuPBJ5~~8wurQ_IMMYrFdpLkrPuX7OykIyKM2QgIoLq8YGxwbJOFvqV7_9vetWVhEy0rfX5CnNcWLuQ--&vcdn=0&scid=25022&wsiphost=local危城#http://pcdownyf.titan.mgtv.com/c
广东十虎铁桥三,https://yong.yongjiu6.com/20180905/EmwYKRqW/index.m3u8
活尸电梯,https://cn2.zuidadianying.com/20180906/FoF9PNA0/index.m3u8
五杀,https://fuli.zuida-youku-le.com/20180906/32771_4fac751a/index.m3u8
寻找黎明,https://sina.jingpinxiazai.com/20180905/csWAptD1/index.m3u8
赌侠之麻将传奇,https://youku163.zuida-bofang.com/20180907/13815_70bb573b/index.m3u8
斗墓占花魁,https://fuli.zuida-youku-le.com/20180908/32872_e2dafe10/index.m3u8
仙剑附魔,https://fuli.zuida-youku-le.com/20180908/32871_7943d32f/index.m3u8
