央视频道,#genre#
西虹市首富,https://cdn.letv-cdn.com/2018/12/05/qx8gAo7mkMFnJHkb/playlist.m3u8
妖宴,https://cdn.letv-cdn.com/2018/12/05/LyWpmOgu4v2VJqDz/playlist.m3u8
莫丽哈特力的驱魔,https://fuli.zuida-youku-le.com/20180806/31235_89cf40d3/index.m3u8
万魂镜之诛魂记,https://youku163.zuida-bofang.com/20180810/11438_344f18d1/index.m3u8
济公之神龙再现,https://fuli.zuida-youku-le.com/20180809/31376_b3a55e27/index.m3u8
下水道的美人鱼,https://gncdn3.jongta.com:666/2019/01/19/mhxsqKJdjO4eAvkl/playlist.m3u8
尸奔日记,https://gncdn3.jongta.com:666/2019/01/17/rmnej4Bdqf3FFz63/playlist.m3u8
超级队长,https://gncdn3.jongta.com:666/2019/01/17/Rm5n3T5uadaxSvWN/playlist.m3u8
枪火游戏,https://fuli.zuida-youku-le.com/20180806/31234_d2697cfe/index.m3u8
急爆少年,https://fuli.zuida-youku-le.com/20180806/31242_9abe74bf/index.m3u8
食人之几,https://fuli.zuida-youku-le.com/20180420/23181_1152d639/index.m3u8
传染2015,https://acfun.iqiyi-kuyun.com/20180805/pRDEa6xu/index.m3u8
捉妖记2,http://cdn.evomedia.cn/cms_asset/video/src/%E6%8D%89%E5%A6%96%E8%AE%B02%20Monster%20Hunt2.2018.HD2160P.x264.AAC.%E5%9B%BD%E8%AF%AD%E4%B8%AD%E5%AD%97.mp4
猩球崛起4k,http://cdn.evomedia.cn/cms_asset/video/src/%E7%8C%A9%E7%90%83%E5%B4%9B%E8%B5%B7.mp4
血猎,https://605-zy.com/20180804/m10aircM/index.m3u8
算死师,https://cdn.letv-cdn.com/20180805/yT7s0t28/index.m3u8
僵尸世界2,https://cdn.605ziyuan.com/20180804/Fk05Wua9/index.m3u8
麒麟特战队之机甲核心,https://videos.fjhps.com/20180803/t1A8VYtj/index.m3u8
暴走杀手,https://youku163.zuida-bofang.com/20180803/10829_89fe1a73/index.m3u8
海王,http://cn2.zuidadianying.com/20190124/dataFm4b/index.m3u8
猎魂,http://iqiyi.qq-zuidazy.com/20190221/5654_ea7fe06d/index.m3u8
黄飞鸿之狮魂觉醒,http://sohu.zuida-163sina.com/20190221/NZhiM5N8/index.m3u8
天乩之天帝传说,http://bili.meijuzuida.com/20190223/5408_13f64fc9/index.m3u8
月老传之幽冥绝,http://sohu.zuida-163sina.com/20190223/8RKXYT4Z/index.m3u8
六扇门之御前盗圣,http://bili.meijuzuida.com/20190215/4073_5444bab7/index.m3u8
叶问外传：张天志,http://bili.meijuzuida.com/20190207/2605_6d6861b0/index.m3u8
侠探锦毛鼠之血弥东京,http://iqiyi.qq-zuidazy.com/20190206/4885_1846e989/index.m3u8
齐天大圣之大闹龙宫,http://sohu.zuida-163sina.com/20190201/0yAB8IaT/index.m3u8
少女地球守护者,https://gncdn3.jongta.com:666/2019/01/20/0ykihwHkbyFMZDzs/playlist.m3u8
胡桃夹子和四个王国,https://gncdn3.jongta.com:666/2019/01/21/CAzbqkYCfb50WDUV/playlist.m3u8
姐姐2019,https://gncdn3.jongta.com:666/2019/01/20/DsPI1WTajOJNQWt1/playlist.m3u8
大人物,https://gncdn3.jongta.com:666/2019/01/21/sIdDLVvyAHI0Ik02/playlist.m3u8
姐妹情深,https://gncdn3.jongta.com:666/2019/01/20/AyE3rbAEiAhusGW2/playlist.m3u8
战栗游戏,https://gncdn3.jongta.com:666/2019/01/20/rwWNgyAh8c5p67gq/playlist.m3u8
天梯,https://gncdn3.jongta.com:666/2019/01/20/02emkpFrDsEaSNDH/playlist.m3u8
贴身女保镖,https://gncdn3.jongta.com:666/2019/01/20/wouV2hjKO4mPWgrv/playlist.m3u8
阴风阵阵,https://gncdn3.jongta.com:666/2019/01/19/aHKqnBrPgmVrQJZE/playlist.m3u8
印度合伙人,https://gncdn3.jongta.com:666/2019/01/19/1P5YnMcb6DnHm5P3/playlist.m3u8
蜘蛛网中的女孩,https://gncdn3.jongta.com:666/2019/01/19/bakoNUS8CFV8qEqD/playlist.m3u8
被抹去的男孩,https://gncdn3.jongta.com:666/2019/01/19/9IVp8af1pqZq2ANl/playlist.m3u8
铁岭风云,https://gncdn3.jongta.com:666/2019/01/20/MqiYPKz6MpUZ2Wfe/playlist.m3u8
开封降魔记,https://gncdn3.jongta.com:666/2019/01/17/tcCsdYoYWfqYnGiI/playlist.m3u8
格丽塔恶魔猎手,https://gncdn3.jongta.com:666/2019/01/17/PjsYJ8lMpXDjKUOJ/playlist.m3u8
仙二代之龙女敖娇,https://gncdn3.jongta.com:666/2019/01/16/pxGv2lhVr6sIOUxk/playlist.m3u8
降魔武僧,https://gncdn3.jongta.com:666/2019/01/16/3QF1bH1jTVkj7Vpg/playlist.m3u8#https://sohu.zuida-163sina.com/20180831/1zoBapgC/index.m3u8
恶棍少爷别碰我,https://gncdn3.jongta.com:666/2019/01/15/48knphIEFrVVqrxj/playlist.m3u8
矿山巨龙,https://gncdn3.jongta.com:666/2019/01/13/neksGbHDREjsnCLi/playlist.m3u8
天黑以后,https://gncdn3.jongta.com:666/2019/01/20/TFBDMHovEZZkKqHE/playlist.m3u8
摔跤手苏丹,https://gncdn3.jongta.com:666/2019/01/20/wP32rn1kZF7cN2Qu/playlist.m3u8
大黄蜂,https://gncdn3.jongta.com:666/2019/01/20/72wnvH48nLVvlKAt/playlist.m3u8
夜校,https://gncdn3.jongta.com:666/2019/01/20/rmDXWgcppUEOFb37/playlist.m3u8
野性,https://gncdn3.jongta.com:666/2019/01/20/JREAscnua0EsKTvm/playlist.m3u8
信鸽之兄弟情,https://gncdn3.jongta.com:666/2019/01/20/xHvmR8xKEOf4klIE/playlist.m3u8
新白蛇传之黑山老妖,https://gncdn3.jongta.com:666/2019/01/20/MWw6QqDh1kL2XiYj/playlist.m3u8
新白蛇传之九尾狐,https://gncdn3.jongta.com:666/2019/01/20/By615JWRtqXaOmCJ/playlist.m3u8
上海滩赌圣4k,http://cdn.evomedia.cn/cms_asset/video/transcode/1520844136338_%E8%B5%8C%E4%BE%A02.mp4
胖子行动队,https://156zy.suyunbo.tv/2018/12/07/MhmGauxGrMCkv7Fy/playlist.m3u8
影,https://cdn.letv-cdn.com/2018/12/05/Rbl0KPMat8qRXHZI/playlist.m3u8
风语咒,https://cn2.zuidadianying.com/20180811/NU1OA9cR/index.m3u8
王者再现,https://vip888.kuyun99.com/20180802/DOY38VCZ/index.m3u8
绝命赌侠,https://youku163.zuida-bofang.com/20180802/10689_a33ea839/index.m3u8
吸血鬼传说2017,https://cdn.letv-cdn.com/20180801/fU5uhwt7/index.m3u8
末日崩塌,https://youku163.zuida-bofang.com/20180731/10501_2ecde586/index.m3u8
丧尸围城终结篇,https://yingshi.yazyzw.com/20170902/vypKVHIO/index.m3u8
丧尸围城之了望塔,https://youku163.zuida-bofang.com/20180731/10483_e5529daa/index.m3u8
西红柿首付,https://youku163.zuida-bofang.com/20180730/10418_90c9f507/index.m3u8
机器人帝国,https://sohu.zuida-163sina.com/20180730/UNXKmuLF/index.m3u8
缉妖法海传,https://cn2.zuidadianying.com/20180728/0hRuHgXh/index.m3u8
杀出魔鬼镇,https://v8.yongjiu8.com/20170822/DDq0VePi/index.m3u8
灭绝2018,https://vip.kuyun99.com/20180727/SW01BDAh/index.m3u8
狄仁杰之夺命天眼,https://fuli.zuida-youku-le.com/20180727/30789_5cb00b27/index.m3u8
夺命剑之歃血江湖,https://fuli.zuida-youku-le.com/20180726/30776_bdb607f6/index.m3u8
占领,https://cdn.605-zy.com/20180722/mE8nSc1v/index.m3u8
铁拳2,https://vs1.baduziyuan.com/20180328/fsZfhOKp/index.m3u8
狼警,https://cn2.zuidadianying.com/20180721/aIe5CTHn/index.m3u8
狼警2,https://video.fjhps.com/20180709/fX1ITX0V/index.m3u8
古墓奇谭2之穿越死亡海,http://video.fjhps.com/20180720/1sC26Phc/index.m3u8
末日2018,http://cdn.letv-cdn.com/20180714/J1TBzcFl/index.m3u8
深海巨妖,http://vip888.kuyun99.com/20180713/VkdXMAgj/index.m3u8
妖狐转,http://youku163.zuida-bofang.com/20180713/9192_fba5294a/index.m3u8
灵妖书店之九斩修罗,http://vip888.kuyun99.com/20180714/7mMdyEXI/index.m3u8
龙女降妖记,http://cn2.zuidadianying.com/20180713/yaYD7Vxy/index.m3u8
牧野诡事之神仙眼,http://video.fjhps.com/20180712/Ywfm583S/index.m3u8
狼人神探,http://sohu.zuida-163sina.com/20180711/8f4XBcb3/index.m3u8
方世玉之人在江湖在线观看,http://sohu.zuida-163sina.com/20180719/KT1tCXXJ/index.m3u8
一出好戏,https://cn2.zuidadianying.com/20180811/FjyjdED7/index.m3u8
不留活口,https://fuli.zuida-youku-le.com/20180814/31685_8702942e/index.m3u8
大梦西游之拯救悟空,https://youku163.zuida-bofang.com/20180815/11858_21df6443/index.m3u8
大唐妖物志,https://fuli.zuida-youku-le.com/20180816/31846_2980f2da/index.m3u8
艋钾之江湖再现,https://youku163.zuida-bofang.com/20180821/12317_b1d21797/index.m3u8
战红颜,https://youku163.zuida-bofang.com/20180822/12417_16965f31/index.m3u8
狂龙伏妖,https://fuli.zuida-youku-le.com/20180821/32019_6d555e73/index.m3u8
时间遗墓1,https://fuli.zuida-youku-le.com/20180825/32146_77f22dcb/index.m3u8
毛骨束然之撞鬼经,https://youku163.zuida-bofang.com/20180825/12654_dff3c837/index.m3u8
超级英雄,https://youku163.zuida-bofang.com/20180825/12700_c5b1d283/index.m3u8
生死竞赛3,https://fuli.zuida-youku-le.com/20180825/32161_d6c01ff2/index.m3u8
机甲神七,https://youku163.zuida-bofang.com/20180826/12715_6f468fb8/index.m3u8
我是复仇者,https://cn2.zuidadianying.com/20180826/rCCE7WV7/index.m3u8
机器猛犬,https://vip.kuyun99.com/20180826/9OiXaYZS/index.m3u8
辛迪加捣碎机,https://yong.yongjiu6.com/20180828/o95fPXL0/index.m3u8
大师兄,https://cn2.zuidadianying.com/20180829/jn8YanhD/index.m3u8
大宋断狱神手,https://sohu.zuida-163sina.com/20180829/MaDHMHli/index.m3u8
捉妖特工队,https://youku163.zuida-bofang.com/20180829/12964_5f9f6e8f/index.m3u8
鲨卷风6,https://vip888.kuyun99.com/20180827/PckKu77U/index.m3u8
猫妖,https://videos.fjhps.com/20180713/ifi5rzQX/index.m3u8
寄宿学校,https://cn2.zuidadianying.com/20180903/tBvCYGyC/index.m3u8
大蛇,https://sohu.zuida-163sina.com/20180904/atx7B3wk/index.m3u8
侏罗纪世界2,https://cn2.zuidadianying.com/20180904/oJCWCWao/index.m3u8
神秘夜人,https://fuli.zuida-youku-le.com/20180905/32731_0c348ba8/index.m3u8
猛鬼追魂10,http://jdplay.lecloud.com/274/33/3/bcloud/932930/ver_00_22-1121487477-avc-796668-aac-64000-4869954-531192494-1a69029a435835e6b798a3cbc6fb46ca-1532289103320.mp4?crypt=20aa7f2e106&b=284&nlh=4096&nlt=60&bf=30&p2p=1&video_type=mp4&termid=0&tss=no&platid=3&splatid=361&its=0&qos=3&fcheck=0&amltag=7&mltag=7&proxy=2007470984
芳华,http://cn2.okokyun.com/20180217/SQkUVW10/800kb/hls/index.m3u8#http://cn2.okokyun.com/20180217/SQkUVW10/index.m3u8FOX CRIME#http://cdn2.bear-tv.com/freetv/TOT_Fox_claim_ENG/playlist.m3u8
盗梦空间,http://vip.okokbo.com/20171212/PnC6Aph7/800kb/hls/index.m3u8
美人鱼村,http://vs1.baduziyuan.com/ppvod/28AB5CAC4E46F4C4B0E7F5F135957579.m3u8
猫与桃花源,http://vs1.baduziyuan.com/ppvod/13DA8A2D2975050E49CDD84F2BE5C6BA.m3u8
毕业旅行笑翻天,http://youku.com-youku.com/20180324/xfQQFI6P/900kb/hls/index.m3u8
变形金刚5,http://cdn.okokyun.com/20170908/vMrzkdgD/hls/index.m3u8
大嫂,http://youku.cdn-tudou.com/20180410/8RNIzSA3/1000kb/hls/index.m3u8
西游记女儿国,http://youku.com-youku.com/20180315/ukzED7xC/900kb/hls/index.m3u8
极品辣妈好威武,http://youku.cdn2-youku.com/20180427/10927_e8e5012d/1000k/hls/index.m3u8
闪光少女,http://vip.okokbo.com/20171226/H124xH1Q/800kb/hls/index.m3u8
辣手神探,http://vip.okokbo.com/20171220/4cKTsAIf/800kb/hls/index.m3u8
欲望之城,http://vs1.baduziyuan.com/ppvod/B37B804D3F64C5A6376DCC61E76F08F4.m3u8
幻界巴士,http://youku.cdn1-letv.com/20180501/10385_310f1e04/1000k/hls/index.m3u8
猎爱启示录,http://youku.cdn1-letv.com/20180429/10176_93797d25/1000k/hls/index.m3u8
恋恋仙缘,http://youku.cdn2-youku.com/20180428/10984_2635d809/1000k/hls/index.m3u8
侠魔志,http://youku.cdn2-youku.com/20180428/10989_9caa359d/1000k/hls/index.m3u8
白骨夫人大战狼妖,http://youku.cdn2-youku.com/20180427/10924_ebc7cdb5/1000k/hls/index.m3u8
易经密码,http://youku.cdn2-youku.com/20180424/10731_092f11f8/1000k/hls/index.m3u8
逆袭人生,http://youku.cdn2-youku.com/20180423/10664_da57883e/1000k/hls/index.m3u8
惊笑学院,http://youku.cdn2-youku.com/20180420/10513_16047b7f/1000k/hls/index.m3u8
妈妈咪鸭,http://video.fjhps.com/ppvod/6842384C9F10701CB275DF2BED147918.m3u8
异时空大战,http://vs1.baduziyuan.com/ppvod/B248CA338B7DF36FBCB2EB7EECE89B2E.m3u8
房之囧事,http://youku.cdn2-youku.com/20180416/10301_93a25d73/1000k/hls/index.m3u8
王牌宫女,http://vs1.baduziyuan.com/ppvod/5A0DEB0B4C82E84634D32A57080589E1.m3u8
放牛班的春天,http://vip.okokbo.com/20171211/wBh15o84/800kb/hls/index.m3u8
遗愿清单,http://vip.okokbo.com/20171214/FTDigWJ1/800kb/hls/index.m3u8
青天降妖录2,http://youku.cdn2-youku.com/20180413/10179_93bc6ae6/1000k/hls/index.m3u8
魔国志2,http://youku.cdn1-letv.com/20180407/9253_cea43377/1000k/hls/index.m3u8
慕容行者,http://youku.cdn2-youku.com/20180413/10179_93bc6ae6/index.m3u8
不一样的锦衣卫,http://youku.cdn2-youku.com/20180418/10392_805e005e/1000k/hls/index.m3u8
变形金刚4,http://vip.okokbo.com/20171223/XbQOMA6J/index.m3u8
赌圣,http://vip.okokbo.com/20171224/3iPxQNIu/index.m3u8
闺蜜2,http://youku.com-youku.com/20180402/svexte6y/index.m3u8
御姐娇妻,http://vs1.baduziyuan.com/20180425/V9MprsI1/index.m3u8#http://vs1.baduziyuan.com/ppvod/C3AAA3E44C7645CD8AFDD3AF9A2C59AD.m3u8
天使之尘,http://vs1.baduziyuan.com/20180420/cLqdQ9zY/index.m3u8
鬼婴庙,https://www3.laqddc.com/hls/2018/05/12/GjqJIaTj/playlist.m3u8
僵尸世界大战,http://pcdownyf.titan.mgtvcom/mp4/2014/dianying/mrzz_5296/79BE83FF4BCBCF2AA20C20F7FBB2E2D7_20140827_1_1_714.mp4?arange=0&pm=MUt4BQLO6rYj6H~dvawBtYOzlz~lDJCQU0ZH54EmOTbI5Q4Dr03a6gYsAaK0m93EfnnxWYIlj2ESl2SaveHxl743XCadeYNd7RPGy4MlOuJV9vc8xVKInjATSotfo7NYp_A1uQbWj6YFPe5mW1s57kpsCneoBB8G3rs2iIKEX9zcYb1CbqDlzR3M7H8xakIJRJ1zit5BPozBUYzZhfVNNdOQxwhkceijMmab5aTK3Cnl70SBPcFkU~KmbefsH9BJlsm9qvXsnAZ043B9~bKMIhSMuFRpZyV7vmno_URpyw1W6JupurPBib4lhTBb2TarSgQf~IxVuPBJ5~~8wurQ_IMMYrFdpLkrPuX7OykIyKM2QgIoLq8YGxwbJOFvqV7_9vetWVhEy0rfX5CnNcWLuQ--&vcdn=0&scid=25022&wsiphost=local危城#http://pcdownyf.titan.mgtv.com/c
广东十虎铁桥三,https://yong.yongjiu6.com/20180905/EmwYKRqW/index.m3u8
活尸电梯,https://cn2.zuidadianying.com/20180906/FoF9PNA0/index.m3u8
五杀,https://fuli.zuida-youku-le.com/20180906/32771_4fac751a/index.m3u8
寻找黎明,https://sina.jingpinxiazai.com/20180905/csWAptD1/index.m3u8
赌侠之麻将传奇,https://youku163.zuida-bofang.com/20180907/13815_70bb573b/index.m3u8
斗墓占花魁,https://fuli.zuida-youku-le.com/20180908/32872_e2dafe10/index.m3u8
仙剑附魔,https://fuli.zuida-youku-le.com/20180908/32871_7943d32f/index.m3u8
星球大战7,http://pcdownaliyun.titan.mgtv.com/mp4/2016/dianying/xqdz7yljx_34310/ECC3C8D98E0AE9D594FDA5B49A8798AF_20160414_1_1_718.mp4?arange=0&pm=v84E7Yfr1WeXH8chu1bFA4e4C53MVdw1iXI78jf329~P8~LuZ_3rREtbPvsFWf3hl4aGruFb5RaWnu9qpX4UwgOTyGapHNnj0CQmL8IuQzRitLhPkndxnLgKaUzlY4thUHMRVhquu6o3RUfpAmgYlt7ah2XILBibhHD6PLRuE578ZVCP8Oxtc8rVJ6un69vIqER4dasSnEbS5RLD6ujIdMvC2noCYB4AorIAp1mtxZFuE8dJG5vrLQ6Ion4ozVTdRqX_mG5B3f0k9eI1fN2GPchdBqOaFsWba3QTK9lPheIFBVxaAryCHzMMIqgYjzByyoi9mJlih0Ox9YSbEVRP999Q_m8s6TNVrM_23KBNivS_DKVSSgAeDXOeGd9nI1gRrB7TIIJQqPc5wzAj0E9~wizDzt8-&vcdn=0&scid=25021&wsiphost=local
灵魂战车,http://pcdownyf.titan.mgtv.com/mp4/2016/dianying/elqs_8265/1D876574BCF95D9B9536BB1555CD3107_20160711_1_1_718.mp4?血十三#http://youku.cdn-tudou.com/20180619/6475_4c69c4f3/1000k/hls/index.m3u8
九门提督,http://youku.cdn-tudou.com/20180622/6551_38164fb5/1000k/hls/index.m3u8
狂妃千寻2,http://vip.kuyun99.com/ppvod/C76511B72F8563813F51F03ED751B01A.m3u8
甜蜜的人生,http://youku.cdn-tudou.com/20180628/6657_f04916fd/1000k/hls/index.m3u8
目光所及,http://youku.cdn-tudou.com/20180630/6678_f1288d02/1000k/hls/index.m3u8
迷失地铁,http://youku.cdn-tudou.com/20180630/6677_93e12080/1000k/hls/index.m3u8
红尘囧探刘小唐2,http://youku.com-www-163.com/20180704/16765_4dbee4d2/1000k/hls/index.m3u8
李毅大帝,http://youku.cdn-tudou.com/20180703/6717_d627ac6f/1000k/hls/index.m3u8
命运速递,http://youku.cdn-tudou.com/20180628/6655_ad87dde0/1000k/hls/index.m3u8
西小河的夏天,http://youku.cdn-tudou.com/20180627/6641_344eddc1/1000k/hls/index.m3u8
一大圣伏妖,http://youku.cdn-tudou.com/20180524/6112_40cff5be/1000k/hls/index.m3u8
女访客,http://youku.cdn-tudou.com/20180601/6219_2acdcff9/1000k/hls/index.m3u8
胜者为王,http://youku.cdn-tudou.com/20180418/5188_e861c3a0/1000k/hls/index.m3u8
天蓬元帅之女儿国,http://video.fjhps.com/ppvod/88E9F281DBC0D4A8185C8BF78106E0C3.m3u8
红尘囧探刘小唐,http://youku.cdn-tudou.com/20180520/6059_61d87900/1000k/hls/index.m3u8
天蓬元帅之大闹天宫,http://youku.cdn-tudou.com/20180519/6042_f30caf24/1000k/hls/index.m3u8
决战龙门,http://hao.czybjz.com/ppvod/2AE7E8143A9D1C511004D86E07C41FC9.m3u8
超凡跨次元,http://youku.cdn-tudou.com/20180517/6014_cb702e20/1000k/hls/index.m3u8
拐个弯儿遇见你,http://youku.cdn-tudou.com/20180514/5896_11003807/1000k/hls/index.m3u8
德州风云之我是一条鱼,http://vip.kuyun99.com/ppvod/A63A7744F6D45F10C891B27F38E0E61A.m3u8
热舞校花团,http://163.com-www-letv.com/20180503/152_3f1e5f3e/1000k/hls/index.m3u8
七杀的夏日,http://vip.kuyun99.com/ppvod/089F8E564A10A8263555EEB47F340716.m3u8
王者联盟,http://vip.kuyun99.com/ppvod/3CAB28C8EF7D2794F31BD7D9AAF22DF1.m3u8
我的前桌是学霸,http://youku.cdn-tudou.com/20180511/5867_6915713b/1000k/hls/index.m3u8
天降奇谋,http://163.com-www-letv.com/20180510/511_f9b15aef/1000k/hls/index.m3u8
伏魔大师,http://vip888.kuyun99.com/ppvod/DBA083D0CBB98905D8969476F515A99A.m3u8
箫魂传3之禁忌书,http://youku.cdn-tudou.com/20180525/6127_dc5a1c4d/1000k/hls/index.m3u8
秘术世界之玉莲,http://163.com-www-letv.com/20180510/508_1cf27463/1000k/hls/index.m3u8
上古神兵：觉醒,http://youku.cdn-tudou.com/20180514/5899_044d9b38/1000k/hls/index.m3u8
理想之路,http://youku.cdn-tudou.com/20180529/6161_f98ae754/1000k/hls/index.m3u8
渠首欢歌,http://youku.cdn-tudou.com/20180528/6154_fd8969f1/1000k/hls/index.m3u8
壹号别墅,http://youku.cdn-tudou.com/20180524/6104_6220bb14/1000k/hls/index.m3u8
全境警戒,http://youku.cdn-tudou.com/20180523/6096_2409ba7d/1000k/hls/index.m3u8
任性的硬币,http://youku.cdn-tudou.com/20180523/6086_ccaddeb8/1000k/hls/index.m3u8
青春24秒,http://vip.kuyun99.com/ppvod/F5214200F0B9E06FBC8F22D52BB04D91.m3u8
魔方,http://163.com-www-letv.com/20180507/332_3926ad3d/1000k/hls/index.m3u8
西北风云,http://youku.cdn1-letv.com/20180507/10667_ad44cc37/1000k/hls/index.m3u8
罪途1之死亡列车,http://vip.kuyun99.com/ppvod/DE3E1508811272B4DE46931EEDC68ECC.m3u8
西关大屋,http://vip.kuyun99.com/ppvod/FA34D035B61741EAE3577BA47B3E1B0B.m3u8
透明情人,http://youku.cdn-tudou.com/20180512/5877_632580cd/1000k/hls/index.m3u8
极限拯救,http://youku.cdn-tudou.com/20180512/5873_02b3cffb/1000k/hls/index.m3u8
古惑青春,http://youku.cdn-tudou.com/20180511/5860_287e8e5c/1000k/hls/index.m3u8
笑澳江湖,http://163.com-www-letv.com/20180510/512_5b3c473a/1000k/hls/index.m3u8
少女密码,http://163.com-www-letv.com/20180509/460_91add3b3/1000k/hls/index.m3u8
金三角大营救,http://vip.kuyun99.com/ppvod/39B4CB65602EBB99F14BD9372F7DAFCA.m3u8
超级战舰,http://youku.com-youku.com/20171224/ewMvj2UP/800kb/hls/index.m3u8
香港大营救,http://163.com-www-letv.com/20180504/161_b7b73adf/1000k/hls/index.m3u8
胆笑心惊,http://163.com-www-letv.com/20180505/250_6bf4423a/1000k/hls/index.m3u8
灵妖鉴之盘丝小仙,http://163.com-www-letv.com/20180505/253_68b47e31/1000k/hls/index.m3u8
一生所爱,http://163.com-www-letv.com/20180507/284_43808cff/1000k/hls/index.m3u8
御猫展昭,http://163.com-www-letv.com/20180507/287_1d4552d6/1000k/hls/index.m3u8
尬情少女,http://163.com-www-letv.com/20180507/279_f9d6d7d0/1000k/hls/index.m3u8
遇见你，遇见你,http://163.com-www-letv.com/20180502/102_b1bdc23f/1000k/hls/index.m3u8
激情飞车,http://163.com-www-letv.com/20180502/95_b1c8d57a/1000k/hls/index.m3u8
特种使命之绿色军团,http://163.com-www-letv.com/20180502/99_cb111687/1000k/hls/index.m3u8
公路美人,http://chyd-wsvod.wasu.tv/data13/ott/344/2015-05/28/1432782476341_377935/playlist.m3u8
寻梦环游记,http://videos.fjhps.com//ppvod/49E9245BB2AA86960C5A0BD78B91C40D.m3u8
极限特工,http://videos.fjhps.com//ppvod/7CAB8A3FC3C098CB33189249E3EDBD5C.m3u8
神奇女侠,http://cdn.okokyun.com/20170908/1GlPcj2V/hls/index.m3u8
解放·终局营救,https://ll1.zhengzhuji.com/hls/20200212/de95223fa9534c6c9f133fcb550eb670/index.m3u8
嵩山武僧,https://www.gentaji.com/20200205/DsH3vz38/index.m3u8
天衣小裁缝,https://www.gentaji.com/20200207/5wvtZ7PE/index.m3u8
奇葩遗嘱,https://www.gentaji.com/20200214/4dolQ0k0/index.m3u8
八百彪兵奔北坡,https://www.gentaji.com/20200216/2hTE57RU/index.m3u8
搏击者,https://www.gentaji.com/20200215/UrU3YfEi/index.m3u8
突袭之丛林脱险,https://www.gentaji.com/20200121/iN7q5i8H/index.m3u8
终结者6黑暗命运,http://videotiantian.gslawyerunion.com/20200114/AsZa43CA/hls/index.m3u8?wsSecret=653b60c4c237075c2b83ce08e460b073&wsTime=1581507365077
利刃出鞘,http://videotiantian.gslawyerunion.com/20200208/9oQHUSCB/hls/index.m3u8?wsSecret=e6e4df2bcd1becd533b1e5b64c66a39b&wsTime=1581387344177
姜子牙,http://videotiantian.gslawyerunion.com/20191107/8gGUki3Q/hls/index.m3u8?wsSecret=72a2f47229173b32a5c3320e3d428461&wsTime=1577364410988
法医宋慈2020,http://videotiantian.gslawyerunion.com/20200208/yMEzl4LC/2500kb/hls/index.m3u8?wsSecret=ad2e925c9bdbc65ec4f4332f6eaa88c4&wsTime=1581507573121
致命复仇,http://videotiantian.gslawyerunion.com/20200210/fHaDBslf/hls/index.m3u8?wsSecret=9c8b5ffdbc14627cdd2e4db20a529abe&wsTime=1581505962066 
天堂任务,https://meng.wuyou-zuida.com/20200205/25702_eeab29b5/index.m3u8
外星人事件,https://www.gentaji.com/20200128/NdtpFAev/index.m3u8
狄仁杰探案,https://www.nmgxwhz.com:65/20200112/0ihvkh58/index.m3u8
特种兵王3之战天娇,https://us-4.wl-cdn.com/hls/20200211/335afc96327cba79ba0214904701a1ef/index.m3u8
挑灯斩蛇录,https://cn7.kankia.com/hls/20200110/9210a283feb93ab71ab8773e9e873918/1578647555/index.m3u8
灭狼行动,https://cn7.kankia.com/hls/20200105/123fefa48ca681303d68e65be966b20b/1578216268/index.m3u8
辛弃疾1162,https://cn7.kankia.com/hls/20200102/b43842f434d822b9c8e61333989f5b90/1577957887/index.m3u8
十字追杀令3,https://youku.cdn7-okzy.com/20191112/15762_50b83450/1000k/hls/index.m3u8
怀旧电影,#genre#
地雷战,http://hls.cntv.myalicdn.com/asp/hls/850/0303000a/3/default/a90c788a458e40508615d711b8aae1af/850.m3u8
地道战,http://hls.cntv.myalicdn.com/asp/hls/850/0303000a/3/default/312e39c68cc441feb79d1c2d7e16cbbd/850.m3u8
跟踪追击,http://hls.cntv.myalicdn.com/asp/hls/850/0303000a/3/default/059096230b4e46c0b5d4929ff98435d0/850.m3u8
红牡丹,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/921b8081b58b4c2f81fb233b6c8e89ac/850.m3u8
侦察兵,http://hls.cntv.myalicdn.com/asp/hls/850/0303000a/3/default/3e4727a0fca34aa8b9774472a4908eaf/850.m3u8
三毛流浪记,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/b9ce94c233b043bebe30340f09868ed1/850.m3u8
红色娘子军,http://hls.cntv.myalicdn.com/asp/hls/850/0303000a/3/default/2ea3b03b3a414303b830f92579243001/850.m3u8
五朵金花,http://hls.cntv.myalicdn.com/asp/hls/850/0303000a/3/default/ae639196cf3949368c1b05776bb1d4fa/850.m3u8
洪湖赤卫队,http://hls.cntv.myalicdn.com/asp/hls/850/0303000a/3/default/2a58afdece3342eaac927648a2cccabd/850.m3u8
狼牙山五壮士,http://hls.cntv.myalicdn.com/asp/hls/850/0303000a/3/default/71c649af833c43a9b61e4f5c913bbd6b/850.m3u8
海鹰,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/00f88e15028648cab76156c5635effe2/850.m3u8#http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/412ae4c1c5fe4150a14197c437391fe2/850.m3u8
战上海,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/e84b188d1bf7484fb4907d99827cbd45/850.m3u8
铁道游击队,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/46d8664dacad4dbb9c790256688048dc/850.m3u8
